"Case","Case_Name","Region","Status","Date_Filed","Date_Closed","Reason_Closed","City","State","Unit ID","Ballot_Type","Tally_Type","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Allegations","Union","Unit Sought","Voters","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National","National_Count","Margin","Union_Cer","Didnt_Vote","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit"
"27-RC-293572","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-04-06,2022-06-21,"Certific. of Representative","Colorado Springs","CO","A","Single Labor Organization","Initial",2022-06-08,27,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",12,"",NA,"",NA,4,18,"",2,"","Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #6392 located in Colorado Springs, CO.
Excluded: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",27,63,2022-04-01,2022-04-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.75,"Yes",11,38.828893,-104.809929,"Colorado Springs, CO 80903",1,"place","TIGER/Line® dataset from the US Census Bureau","Colorado Springs","El Paso County","CO","80903","US",1,38.3939675825842,-104.724972709567
"27-RC-293880","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-04-12,2022-06-23,"Certific. of Representative","Denver","CO","A","Single Labor Organization","Initial",2022-06-13,24,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",8,"",NA,"",NA,5,13,"",NA,"","Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #237 located in Denver, Colorado.
Excluded: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",24,62,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.615384615384615,"Yes",11,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,39.824002413959,-104.879432031589
"27-RC-295440","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-05-09,2022-07-29,"Certific. of Representative","Salt Lake City","UT","A","Single Labor Organization","Initial",2022-07-19,20,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",9,"",NA,"",NA,0,9,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #5658 located in Salt Lake City, UT 84111. Exclude: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act. and all other employees.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors., Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",20,71,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",11,40.756095,-111.900719,"Salt Lake City, UT 84101",1,"place","TIGER/Line® dataset from the US Census Bureau","Salt Lake City","Salt Lake County","UT","84101","US",1,40.9749489067283,-111.61569469466
"27-RC-300862","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-08-05,2022-10-05,"Certific. of Representative","Greeley","CO","A","Single Labor Organization","Initial",2022-09-27,27,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",20,"",NA,"",NA,1,21,"",NA,"","Chicago & Midwest Regional Joint Board, Workers United/SEIU","INCLUDED:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #6919 located in Greeley, Colorado.

EXCLUDED:  All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included:  All full-time and regular part-time Baristas and Shift Supervisors.  Excluded:  Store managers, Office Clericals, Guards, Professional Employees and Supervisors",27,53,2022-07-01,2022-07-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.952380952380952,"Yes",6,40.384991,-104.680631,"Greeley, CO 80631",1,"place","TIGER/Line® dataset from the US Census Bureau","Greeley","Weld County","CO","80631","US",1,40.0428567692298,-104.855295391903
"27-RC-302626","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-09-02,2022-10-26,"Certification of Results","Breckenridge","CO","A","Single Labor Organization","Initial",2022-10-18,14,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",5,"",NA,"",NA,7,12,"",NA,"","","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store No. 6684 located in Breckenridge, CO. Excluded: All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",14,46,2022-10-01,2022-07-01,"11-25",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.416666666666667,"No",2,39.475323,-106.022472,"Breckenridge, CO 80424",1,"place","TIGER/Line® dataset from the US Census Bureau","Breckenridge","Summit County","CO","80424","US",1,39.8409437669992,-105.536258072843
"27-RC-307323","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-11-17,2023-02-01,"Certific. of Representative","Boulder","CO","A","Single Labor Organization","Initial",2023-01-24,23,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",13,"",NA,"",NA,2,15,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store No. 10857 located in Boulder, Colorado. Exclude: All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",23,68,2023-01-01,2022-10-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.866666666666667,"Yes",8,40.049468,-105.201421,"Boulder, CO 80301",1,"place","TIGER/Line® dataset from the US Census Bureau","Boulder","Boulder County","CO","80301","US",1,39.6205585049928,-105.098933319731
"27-RC-314597","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2023-03-22,2023-05-10,"Certific. of Representative","Westminster","CO","A","Single Labor Organization","Initial",2023-05-02,22,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",15,"",NA,"",NA,1,16,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #13233 located in Westminster, Colorado. Excluded: All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",22,41,2023-04-01,2023-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.9375,"Yes",6,39.830822,-105.03747,"Westminster, CO 80030",1,"place","TIGER/Line® dataset from the US Census Bureau","Westminster","Adams County","CO","80030","US",1,39.6752536277746,-105.453044816288
"27-RC-316261","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2023-04-17,2023-06-23,"Certific. of Representative","Bountiful","UT","A","Single Labor Organization","Initial",2023-06-14,21,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",18,"",NA,"",NA,0,18,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #20321 located in Bountiful, Utah. Excluded: All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",21,58,2023-04-01,2023-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",3,40.874038,-111.870994,"Bountiful, UT 84010",1,"place","TIGER/Line® dataset from the US Census Bureau","Bountiful","Davis County","UT","84010","US",1,41.254267026312,-112.121991244846
"27-RC-317131","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2023-05-01,2023-06-23,"Certific. of Representative","South Salt Lake","UT","A","Single Labor Organization","Initial",2023-06-13,19,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",11,"",NA,"",NA,4,15,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #11309 located in South Salt Lake, Utah. Excluded: All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",19,43,2023-04-01,2023-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.733333333333333,"Yes",4,40.718835,-111.888269,"South Salt Lake, UT 84115",0.9,"place","TIGER/Line® dataset from the US Census Bureau","South Salt Lake","Salt Lake County","UT","84115","US",1,40.6132727095904,-111.747319555388
"27-RC-319024","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2023-05-31,2023-07-24,"Certification of Results","Littleton","CO","","","",NA,23,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",21,NA,NA,2023-04-01,"11-25",TRUE,"RC","No","","",0,NA,"No",NA,39.597937,-105.010182,"Littleton, CO 80120",1,"place","TIGER/Line® dataset from the US Census Bureau","Littleton","Arapahoe County","CO","80120","US",1,39.6648039317383,-105.444484967275
"27-RC-320678","Starbucks Corporation","Region 27, Denver, Colorado","Open",2023-06-27,NA,"","Cheyenne","WY","A","Single Labor Organization","Initial",2023-07-31,16,NA,"Workers United/SEIU",8,"",NA,"",NA,5,13,"",NA,"","Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store No. 1108, located at 2111 Central Avenue, Cheyenne, WY 82001. Excluded: All Store Managers, Assistant Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",16,34,2023-07-01,2023-04-01,"11-25",TRUE,"RC","Yes","Workers United/SEIU","WU",1,0.615384615384615,"No",3,41.092356,-104.936269,"Cheyenne, WY 82001",1,"place","TIGER/Line® dataset from the US Census Bureau","Cheyenne","Laramie County","WY","82001","US",1,41.2559258818136,-105.340092955916
"27-RC-322996","Starbucks Corporation","Region 27, Denver, Colorado","Open",2023-08-02,NA,"","Denver","CO","","","",NA,17,NA,"Chicago & Midwest Regional Joint Board of Workers United/SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, assistant managers, office clericals, guards, professionals, supervisors.",NA,NA,NA,2023-07-01,"11-25",TRUE,"RC","No","Chicago & Midwest Regional Joint Board of Workers United/SEIU","WU",1,NA,"No",NA,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,39.3163566195357,-104.574089080265
"27-RD-321383","Starbucks Corporation","Region 27, Denver, Colorado","Open",2023-07-07,NA,"","Denver","CO","","","",NA,25,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: Full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store # 5640.

Excluded:  Store Managers, office clerical employees, confidential employees, managerial employees, professional emp",NA,NA,NA,2023-07-01,"11-25",TRUE,"RD","No","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,NA,"No",NA,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,39.3257010643787,-105.168590274111
