"Case","Case_Name","Region","Status","Date_Filed","Date_Closed","Reason_Closed","City","State","Unit ID","Ballot_Type","Tally_Type","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Allegations","Union","Unit Sought","Voters","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National","National_Count","Margin","Union_Cer","Didnt_Vote","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit"
"18-RC-290585","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-02-14,2022-05-04,"Certific. of Representative","St. Paul","MN","A","Single Labor Organization","Initial",2022-04-27,20,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",14,"",NA,"",NA,1,15,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 300 Snelling Ave S Suite C, St. Paul, Minnesota 55105 (Store  65228);

Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Workers United","All full-time and regular part-time Baristas and Shift Supervisors; excluding Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors.",20,72,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.933333333333333,"Yes",5,44.951483,-93.090649,"Saint Paul, MN 55101",1,"place","TIGER/Line® dataset from the US Census Bureau","Saint Paul","Ramsey County","MN","55101","US",1,45.2007469191914,-93.1027040896972
"18-RC-291082","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-02-22,2022-08-04,"Certific. of Representative","Plover","WI","A","Single Labor Organization","Initial",2022-05-04,34,NA,"Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",7,"",NA,"",NA,5,12,"",2,"Y","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 120 Crossroads Drive, Plover, Wisconsin, but excluding all office clerical employees, guards, professional employees, and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that assistant store managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in this classification or group are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Chicago and Midwest Regional Joint Board, Workers United, affiliated with SEIU","Included:
All full-time and regular part-time Baristas and Shift Supervisors

Excluded:
Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",34,71,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","WU",1,0.583333333333333,"Yes",22,44.413942,-89.565507,"Plover, WI 54467",1,"place","TIGER/Line® dataset from the US Census Bureau","Plover","Portage County","WI","54467","US",1,43.9574849979116,-89.4544766716797
"18-RC-291359","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-02-28,2022-05-09,"Certific. of Representative","Minneapolis","MN","A","Single Labor Organization","Initial",2022-05-02,31,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",11,"",NA,"",NA,3,14,"",2,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 4712 Cedar Ave., Minneapolis, Minnesota 55407 (Store 49134).

Excluded:  Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Workers United","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",31,63,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.785714285714286,"Yes",17,44.984577,-93.269097,"Minneapolis, MN 55401",1,"place","TIGER/Line® dataset from the US Census Bureau","Minneapolis","Hennepin County","MN","55401","US",1,44.6210772167877,-93.2243421882046
"18-RC-292716","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-03-22,2022-06-13,"Certific. of Representative","Scott","MN","A","Single Labor Organization","Initial",2022-06-06,28,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",12,"",NA,"",NA,5,17,"",1,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 3704 Silver Lake Rd NE, St. Anthony, Minnesota 55421 (Store  48827);

Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time Baristas and Shift Supervisors; excluding Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors.",28,76,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.705882352941177,"Yes",11,45.020521,-93.218002,"Saint Anthony, MN 55418",0.8,"place","TIGER/Line® dataset from the US Census Bureau","Saint Anthony","Hennepin County","MN","55418","US",1,45.1631024917311,-93.3074329207797
"18-RC-293227","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-03-30,2023-02-16,"Certification of Results","Minneapolis","MN","A","Single Labor Organization","Initial",2022-06-14,19,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",5,"",NA,"",NA,6,11,"",NA,"","","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 5351 Lyndale Ave S, Minneapolis, Minnesota 55419 (Store 822); 

Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",19,76,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.454545454545455,"No",8,44.984577,-93.269097,"Minneapolis, MN 55401",1,"place","TIGER/Line® dataset from the US Census Bureau","Minneapolis","Hennepin County","MN","55401","US",1,44.5146198539049,-92.9297854200592
"18-RC-293286","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-03-30,2022-07-13,"Certific. of Representative","Madison","WI","A","Single Labor Organization","Initial",2022-06-30,22,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",15,"",NA,"",NA,1,16,"",1,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility located at 1 E. Main Street, Madison, Wisconsin, also known as Store 2425.

Excluded: Store Managers, office clerical employees, guards, professional employees, and supervisors as defined in the Act.

Others Permitted to Vote: At this time, no decision has been made regarding whether any employees classified as Assistant Store Managers are included in, or excluded from, the bargaining unit. Individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees and Supervisors.",22,92,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.9375,"Yes",6,43.060926,-88.230636,"Madison, WI 53702",1,"place","TIGER/Line® dataset from the US Census Bureau","Madison","Waukesha County","WI","53702","US",1,43.5586810613694,-88.6718593931944
"18-RC-294019","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-13,2022-06-24,"Certific. of Representative","Appleton","WI","A","Single Labor Organization","Initial",2022-06-16,24,NA,"Chicago & Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",10,"",NA,"",NA,7,17,"",2,"","Chicago & Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 631 W. Northland Ave., Appleton, Wisconsin; but excluding all office clerical employees, guards, professional employees, and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that assistant store managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in this classification or group are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Chicago and Midwest Regional Joint Board, Workers United a/w Service Employees International Union","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",24,64,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","WU",1,0.588235294117647,"Yes",7,44.275702,-88.370856,"Appleton, WI 54911",1,"place","TIGER/Line® dataset from the US Census Bureau","Appleton","Outagamie County","WI","54911","US",1,44.2435946856723,-88.1825046205254
"18-RC-294052","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-14,2022-06-29,"Certific. of Representative","Bloomington","MN","A","Single Labor Organization","Initial",2022-06-22,19,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",10,"",NA,"",NA,1,11,"",2,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 164 E Broadway, Bloomington, Minnesota 55425 (Store 2705); 
Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included:
All full-time and regular part-time Baristas and Shift Supervisors
Excluded:
Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",19,69,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.909090909090909,"Yes",8,43.86663,-93.05103,"Blooming Prairie, MN 55917",0.75,"place","TIGER/Line® dataset from the US Census Bureau","Blooming Prairie","Steele County","MN","55917","US",1,44.10049913375,-92.634935645879
"18-RC-294643","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-22,2022-09-29,"Certification of Results","Eden Prairie","MN","A","Single Labor Organization","Initial",2022-07-01,26,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",8,"",NA,"",NA,9,17,"",NA,"","","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 9250 Hennepin Town Road, Eden Prairie, Minnesota 55344 (Store 2366); 
Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","","All full-time and regular part-time Baristas and Shift Supervisors; excluding Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",26,70,2022-07-01,2022-04-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.470588235294118,"No",9,44.850563,-93.440429,"Eden Prairie, MN 55344",1,"place","TIGER/Line® dataset from the US Census Bureau","Eden Prairie","Hennepin County","MN","55344","US",1,45.1831741084316,-92.9945798737951
"18-RC-294764","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-26,2022-06-13,"Withdrawal Non-adjusted","Monona","WI","","","",NA,26,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 6512 Monona Drive, Monona, WI 53716.

Excluded:  All office clerical employees, guards, professional employees, and supervisors as defined in the Act.",NA,NA,NA,2022-04-01,"26-50",TRUE,"RC","No","","",0,NA,"No",NA,43.062219,-89.334007,"Monona, WI 53716",0.9,"place","TIGER/Line® dataset from the US Census Bureau","Monona","Dane County","WI","53716","US",1,42.6911256763129,-89.1006280781317
"18-RC-294801","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-26,2022-06-23,"Withdrawal Non-adjusted","Madison","WI","","","",NA,36,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time baristas and shift supervisors employed  by the Employer at its 
facility currently located at 3515 University  Avenue, Madison, WI 53705.

Excluded:  All office clerical employees,  guards, professional employees, and supervisors as defined in the Act.",NA,NA,NA,2022-04-01,"26-50",TRUE,"RC","No","","",0,NA,"No",NA,43.060926,-88.230636,"Madison, WI 53702",1,"place","TIGER/Line® dataset from the US Census Bureau","Madison","Waukesha County","WI","53702","US",1,43.3901974226991,-87.960726506142
"18-RC-294802","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-04-26,2022-07-18,"Certification of Results","Fitchburg","WI","A","Single Labor Organization","Initial",2022-07-11,33,NA,"United Food and Commercial Workers, Local 1473",1,"",NA,"",NA,21,22,"",1,"","","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 2981 Triverton Pike Drive, Fitchburg, Wisconsin; but excluding all office clerical employees, guards, professional employees, and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that assistant store managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in this classification or group are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","","Included: 
All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 2981 Triverton Pike Drive, Fitchburg, WI 53711. 
Excluded: 
All office clerical employees, guards, professional employees, and supervisors as defined in the Act.",33,76,2022-07-01,2022-04-01,"26-50",TRUE,"RC","Yes","United Food and Commercial Workers, Local 1473","UFCW",1,0.0454545454545455,"No",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"18-RC-297566","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-06-14,2022-08-25,"Certific. of Representative","Edina","MN","A","Single Labor Organization","Initial",2022-08-18,23,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",9,"",NA,"",NA,0,9,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 5122 Edina Industrial Blvd, Edina, MN 55439 (Store 24961); 

Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors
Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",23,65,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",14,44.889687,-93.349949,"Edina, MN 55424",0.9,"place","TIGER/Line® dataset from the US Census Bureau","Edina","Hennepin County","MN","55424","US",1,44.6966753612916,-93.5086438879994
"18-RC-297612","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-06-14,2022-08-03,"Withdrawal Non-adjusted","West Allis","WI","","","",NA,21,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors
Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",NA,NA,NA,2022-04-01,"11-25",TRUE,"RC","No","","",0,NA,"No",NA,43.016681,-88.007032,"West Allis, WI 53214",0.9,"place","TIGER/Line® dataset from the US Census Bureau","West Allis","Milwaukee County","WI","53214","US",1,42.86682922823,-87.9000345920272
"18-RC-297917","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-06-21,2022-09-08,"Certific. of Representative","Roseville","MN","A","Revised Single Labor Org","Initial",2022-09-08,28,NA,"Chicago & Midwest Regional Joint Board, Workers United, affiliated with SEIU",7,"",NA,"",NA,5,12,"",NA,"","Chicago & Midwest Regional Joint Board, Workers United, affiliated with SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 2305 Fairview Avenue North, Roseville, Minnesota 55113 (Store 2209); 
Excluded: Store Managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined in the Act.","","","","","Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded: Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors.",28,79,2022-07-01,2022-04-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United, affiliated with SEIU","WU",1,0.583333333333333,"Yes",16,45.006077,-93.156611,"Roseville, MN 55113",0.9,"place","TIGER/Line® dataset from the US Census Bureau","Roseville","Ramsey County","MN","55113","US",1,44.6032188072004,-92.9938359864042
"18-RC-297942","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-06-21,2022-08-09,"Withdrawal Non-adjusted","Rochester","MN","","","",NA,33,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",NA,NA,NA,2022-04-01,"26-50",TRUE,"RC","No","","",0,NA,"No",NA,44.075285,-92.516916,"Rochester, MN 55901",1,"place","TIGER/Line® dataset from the US Census Bureau","Rochester","Olmsted County","MN","55901","US",1,43.6652755550759,-92.5162493586026
"18-RC-304934","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2022-10-11,2022-12-06,"Certific. of Representative","Green Bay","WI","A","Single Labor Organization","Initial",2022-11-29,22,NA,"Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",12,"",NA,"",NA,8,20,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 2230 Main Street, Green Bay, Wisconsin; but excluding assistant store managers, store managers, office clerical employees, guards, professional employees, and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","Included:
All full-time and regular part-time Baristas and Shift Supervisors
Excluded:
Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",22,49,2022-10-01,2022-10-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","WU",1,0.6,"Yes",2,44.480778,-88.016063,"Green Bay, WI 54301",1,"place","TIGER/Line® dataset from the US Census Bureau","Green Bay","Brown County","WI","54301","US",1,44.3130158115263,-88.0170045254463
"18-RC-314910","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2023-03-27,2023-05-18,"Certific. of Representative","Iowa City","IA","A","Single Labor Organization","Initial",2023-05-11,30,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",25,"",NA,"",NA,0,25,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at 228 South Clinton Street, Iowa City, Iowa 52240; 
Excluded: Store managers, Office Clericals, Professional Employees, and Guards and Supervisors as defined by the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU, affiliated with Workers United/SEIU","Included:
All full-time and regular part-time Baristas and Shift Supervisors
Excluded:
Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",30,45,2023-04-01,2023-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",5,41.634209,-91.49905,"Iowa City, IA 52240",1,"place","TIGER/Line® dataset from the US Census Bureau","Iowa City","Johnson County","IA","52240","US",1,42.0599029135957,-91.5365587938737
"18-RC-316426","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2023-04-19,2023-06-08,"Certific. of Representative","Madison","WI","A","Single Labor Organization","Initial",2023-06-01,54,NA,"Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",20,"",NA,"",NA,2,22,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility currently located at 661 State Street, Madison, Wisconsin; but excluding assistant store managers, store managers, office clerical employees, guards, professional employees, and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","Included: All full-time and regular part-time Baristas and Shift Supervisors
Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",54,43,2023-04-01,2023-04-01,"51-100",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union","WU",1,0.909090909090909,"Yes",32,43.060926,-88.230636,"Madison, WI 53702",1,"place","TIGER/Line® dataset from the US Census Bureau","Madison","Waukesha County","WI","53702","US",1,42.6757879838059,-87.7460527476576
"18-RC-319207","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Closed",2023-06-01,2023-07-20,"Certification of Results","Aberdeen","SD","","","",NA,17,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",16,NA,NA,2023-04-01,"11-25",TRUE,"RC","No","","",0,NA,"No",NA,45.476172,-98.410405,"Aberdeen, SD 57401",1,"place","TIGER/Line® dataset from the US Census Bureau","Aberdeen","Brown County","SD","57401","US",1,45.048333518503,-98.1246639711584
"18-RC-321860","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Open",2023-07-14,NA,"","New Berlin","WI","","","",NA,24,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store managers, assistant managers, office clericals, guards, professionals, supervisors",NA,NA,NA,2023-07-01,"11-25",TRUE,"RC","No","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,NA,"No",NA,42.969924,-88.177554,"New Berlin, WI 53146",1,"place","TIGER/Line® dataset from the US Census Bureau","New Berlin","Waukesha County","WI","53146","US",1,43.4048164553487,-88.406195950991
"18-RD-321704","Starbucks Corporation","Region 18, Minneapolis, Minnesota","Open",2023-07-13,NA,"","Bloomington","MN","","","",NA,17,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:
all full time and regular part time baristas and shift supervisors at store 2705
Excluded:
all other employees",NA,NA,NA,2023-07-01,"11-25",TRUE,"RD","No","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,NA,"No",NA,43.86663,-93.05103,"Blooming Prairie, MN 55917",0.75,"place","TIGER/Line® dataset from the US Census Bureau","Blooming Prairie","Steele County","MN","55917","US",1,43.6426751892391,-92.8986478934798
"19-RC-287954","Starbucks Corporation","Region 19, Seattle, Washington","Closed",2021-12-20,2022-03-30,"Certific. of Representative","Seattle","WA","A","Single Labor Organization","Initial",2022-03-22,13,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",9,"",NA,"",NA,0,9,"",1,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store #304 located at 101 Broadway E, Seattle, WA 98102; excluding store managers, office clerical employees, guards, professional employees, and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers. Excluded: Store Managers; office clericals, guards, and supervisors as defined by the Act.",13,92,2022-01-01,2021-10-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",4,47.610902,-122.336422,"Seattle, WA 98101",1,"place","TIGER/Line® dataset from the US Census Bureau","Seattle","King County","WA","98101","US",1,47.9834794523336,-122.609100751266
"19-RC-288594","Starbucks Corporation","Region 19, Seattle, Washington","Closed",2022-01-07,2022-04-21,"Certific. of Representative","Eugene","OR","A","Single Labor Organization","Initial",2022-04-13,28,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",17,"",NA,"",NA,0,17,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","INCLUDED:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at its store #22349 located at 2830 Willamette St., Eugene, Oregon.

EXCLUDED:  Store Managers, office clerical employees, professional employees, and guards and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers. Excluded: Store managers, office clericals, guards, and supervisors as defined by the Act.",28,96,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",11,44.067988,-123.080181,"Eugene, OR 97401",1,"place","TIGER/Line® dataset from the US Census Bureau","Eugene","Lane County","OR","97401","US",1,44.5413922189084,-123.151876375489
"19-RC-289455","Starbucks Corporation","Region 19, Seattle, Washington","Closed",2022-01-25,2022-10-25,"Certification of Results","Seattle","WA","A","Single Labor Organization","Rerun",2022-10-17,17,NA,"WORKERS UNITED",3,"",NA,"",NA,4,7,"",1,"","WORKERS UNITED","All full time and regular part-time Baristas and Shift Supervisors employed by the Employer at its 1200 Westlake Avenue North, Seattle, Washington facility; excluding all Store Managers, office clericals, guards, and supervisors as defined in the Act, and all other employees.","","","","","WORKERS UNITED","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers

Excluded:
Store Managers, office clericals, guards, and supervisors as defined by the Act",22,265,2022-10-01,2022-01-01,"11-25",TRUE,"RC","Yes","WORKERS UNITED","WU",1,0.428571428571429,"No",10,47.610902,-122.336422,"Seattle, WA 98101",1,"place","TIGER/Line® dataset from the US Census Bureau","Seattle","King County","WA","98101","US",1,47.9638257709008,-122.681933198044
"19-RC-289458","Starbucks Corporation","Region 19, Seattle, Washington","Closed",2022-01-25,2022-06-14,"Certific. of Representative","Seattle","WA","A","Single Labor Organization","Initial",2022-06-06,15,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",12,"",NA,"",NA,0,12,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full time and regular part-time Baristas and Shift Supervisors employed by the Employer at its 425 Pike Street, Seattle, Washington facility; excluding all Store Managers, office clericals, guards, and supervisors as defined in the Act, and all other employees.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers. Excluded: Store Managers, office clericals, guards, and supervisors as defined by the Act.",15,132,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",3,47.610902,-122.336422,"Seattle, WA 98101",1,"place","TIGER/Line® dataset from the US Census Bureau","Seattle","King County","WA","98101","US",1,47.1506387235273,-122.477483984701
